Id_Encuesta,Año,SECTOR,TAMAÑO,P38_1,P38_2,P38_3,P38_4,P38_90,P39,P40,P41_1,P41_2,P41_3,P41_4,P41_OTRO,P42_1,P42_2,P42_3,P42_4,P42_5,P42_OTRO,P43,P44,P44A,P45,P46,P47,P48A,P48B,P48C,P49_1,P49_2,P49_3,P49_4,P50,P51,P51_OTRO,P52_1,P52_2,P52_3,P52_4,P52_90,P53,P54,P55,P56,P57A,P57B,P57C,P57D,P57E,P57F,P57G,P57H,P58,P59,fax expansión
01_DGC_Clima_Negocios,2021,Servicios,Grande,,,,Plan Anticorrupción y de Atención al Ciudadano – PAAC de la Secretaría Distrital de Gobierno,,Alta,Si,,,,,,Programa de capacitación a empleados,Programas de cumplimiento,,,,,Si,Si,CERTIFICADOS DE EMPRESAS,Siguen igual,Si,Alta,SI LAS CONOCE,SI LAS CONOCE,SI LAS CONOCE,,Fiscalía General de la Nación,,,Alto,No se ha visto afectada,,,,Ley Anticontrabando 1762 de 2015,,,Si,Parcialmente segura,Siguió igual,No,,,,,,,,,,,33.13953
01_DGC_Clima_Negocios,2021,Servicios,Pequeña,,,,Plan Anticorrupción y de Atención al Ciudadano – PAAC de la Secretaría Distrital de Gobierno,,Alta,Si,,,,,,Programa de capacitación a empleados,,Códigos de ética y buen gobierno,Política de prevención del fraude y soborno,,,Si,Si,documento que diligencia con el cliente ,Han disminuido,Si,Alta,SI LAS CONOCE,SI LAS CONOCE,SI LAS CONOCE,,,Policía Fiscal y Aduanera (POLFA),,Alto,No se ha visto afectada,,Plan Vallejo,,,,,No,Insegura,Aumentó,No,,,,,,,,,,,30.48869
01_DGC_Clima_Negocios,2021,Industrias,Micro,,Estatuto Anticorrupción (Ley 1474 del 2011),,Plan Anticorrupción y de Atención al Ciudadano – PAAC de la Secretaría Distrital de Gobierno,,Media,Si,,,,,,Programa de capacitación a empleados,,,,Canales de denuncia internos,,Si,Si,a la hora del contrato se hace la anotación de todo lo conlleve,Han disminuido,Si,Media,NO LAS CONOCE,SI LAS CONOCE,SI LAS CONOCE,,Fiscalía General de la Nación,,,Alto,Por competencia vía reducción de precios,,,,,,Ninguna,No,Insegura,Aumentó,Si,Si,Si,Si,No,No,No,No,No,No,,88.6872
01_DGC_Clima_Negocios,2021,Servicios,Micro,,,,Plan Anticorrupción y de Atención al Ciudadano – PAAC de la Secretaría Distrital de Gobierno,,Alta,Si,,,,,,,,Códigos de ética y buen gobierno,,,Control / seguimientos  procesos,No,,,,,,NO LAS CONOCE,SI LAS CONOCE,SI LAS CONOCE,,Fiscalía General de la Nación,,,Alto,Por disminución en el volumen de las ventas,,,,,"Comisión Interinstitucional de Lucha contra el Contrabando, el Lavado de Activos y la Evasión Fiscal",,Si,Parcialmente segura,Siguió igual,No,,,,,,,,,,,147.36765
01_DGC_Clima_Negocios,2021,Industrias,Micro,,,,,Ninguna,Alta,Si,,,,,,,Programas de cumplimiento,,,,,Si,No,,,,,SI LAS CONOCE,SI LAS CONOCE,SI LAS CONOCE,,,Policía Fiscal y Aduanera (POLFA),,No sabe,No se ha visto afectada,,,,,,Ninguna,No,Segura,Aumentó,No,,,,,,,,,,,88.6872
01_DGC_Clima_Negocios,2021,Comercio,Pequeña,,Estatuto Anticorrupción (Ley 1474 del 2011),,Plan Anticorrupción y de Atención al Ciudadano – PAAC de la Secretaría Distrital de Gobierno,,Media,Si,,,,,,,Programas de cumplimiento,,,,,Si,No,,,,,SI LAS CONOCE,SI LAS CONOCE,SI LAS CONOCE,DIAN,,Policía Fiscal y Aduanera (POLFA),,Medio,No se ha visto afectada,,,,Ley Anticontrabando 1762 de 2015,,,No,Insegura,Siguió igual,No,,,,,,,,,,,34.42515
01_DGC_Clima_Negocios,2021,Servicios,Micro,Integrity App de la Secretaría de Transparencia de la Presidencia de la República,,Observatorio de Transparencia y Anticorrupción de la Secretaría de Transparencia de la Presidencia de la República,Plan Anticorrupción y de Atención al Ciudadano – PAAC de la Secretaría Distrital de Gobierno,,Alta,Si,,,,,,Programa de capacitación a empleados,Programas de cumplimiento,Códigos de ética y buen gobierno,,,,Si,Si,programas de sitemas para mirar y seguir el lavado de activos para que no ocurtra nada ,No existen,No,Alta,SI LAS CONOCE,SI LAS CONOCE,SI LAS CONOCE,,Fiscalía General de la Nación,,Gremios y/o Cámaras de Comercio,Bajo,No se ha visto afectada,,,Centro Integrado de Lucha Contra el Contrabando de la DIAN,Ley Anticontrabando 1762 de 2015,"Comisión Interinstitucional de Lucha contra el Contrabando, el Lavado de Activos y la Evasión Fiscal",,Si,Segura,Disminuyó,No,,,,,,,,,,,147.36765
01_DGC_Clima_Negocios,2021,Industrias,Micro,,,,,Ninguna,Alta,Si,,,,,,,Programas de cumplimiento,Códigos de ética y buen gobierno,,,Control / seguimientos  procesos,Si,Si,estar prevenidos y averiguar todo,No existen,No,Baja,SI LAS CONOCE,SI LAS CONOCE,SI LAS CONOCE,DIAN,,,,Medio,Por competencia vía reducción de precios,,,,,,Ninguna,No,Insegura,Aumentó,No,,,,,,,,,,,88.6872
01_DGC_Clima_Negocios,2021,Industrias,Micro,,,,Plan Anticorrupción y de Atención al Ciudadano – PAAC de la Secretaría Distrital de Gobierno,,Alta,Si,,,,,,,,Códigos de ética y buen gobierno,,Canales de denuncia internos,,Si,Si,las trasvilida de la informacion todo el historial del clinte son empresas erconocidas,Han aumentado,Si,Alta,SI LAS CONOCE,SI LAS CONOCE,SI LAS CONOCE,,,Policía Fiscal y Aduanera (POLFA),,Alto,Por disminución en el volumen de las ventas,,,,Ley Anticontrabando 1762 de 2015,"Comisión Interinstitucional de Lucha contra el Contrabando, el Lavado de Activos y la Evasión Fiscal",,No,Insegura,Aumentó,No,,,,,,,,,,,88.6872
01_DGC_Clima_Negocios,2021,Servicios,Micro,,,Observatorio de Transparencia y Anticorrupción de la Secretaría de Transparencia de la Presidencia de la República,,,Alta,Si,,,,,,,Programas de cumplimiento,,,,,Si,No,,,,,SI LAS CONOCE,SI LAS CONOCE,SI LAS CONOCE,,Fiscalía General de la Nación,,Gremios y/o Cámaras de Comercio,Alto,No se ha visto afectada,,,,,,Ninguna,No,Insegura,Aumentó,No,,,,,,,,,,,147.36765
01_DGC_Clima_Negocios,2021,Servicios,Micro,,,,,Ninguna,No sabe,No,,,,No es un tema que le competa a la empresa,,,,,,,,No,,,,,,SI LAS CONOCE,SI LAS CONOCE,SI LAS CONOCE,,,Policía Fiscal y Aduanera (POLFA),,Bajo,No se ha visto afectada,,,,,,Ninguna,No,Insegura,Aumentó,Si,Si,Si,No,No,No,No,Si,Si,Si,Inspección de policía (Estación de Policía),147.36765
01_DGC_Clima_Negocios,2021,Comercio,Micro,,,,,Ninguna,Baja,Si,,,,,,,,,,,Legalidad/Transparencia  procesos,Si,Si,"bajo ingreso , facturacion legal ",Siguen igual,No,Alta,SI LAS CONOCE,SI LAS CONOCE,SI LAS CONOCE,,Fiscalía General de la Nación,,,Medio,,Por competencia no cumplen  calidad,,,,,Ninguna,No,Insegura,Aumentó,No,,,,,,,,,,,128.69382
01_DGC_Clima_Negocios,2021,Construcción,Micro,,,,,Ninguna,Baja,Si,,,,,,,,,,,Facturación Electronica,No,,,,,,SI LAS CONOCE,SI LAS CONOCE,SI LAS CONOCE,,Fiscalía General de la Nación,,,Alto,,Pago de  impuestos,,,,,Ninguna,Si,Parcialmente segura,Aumentó,No,,,,,,,,,,,97.14286
01_DGC_Clima_Negocios,2021,Industrias,Micro,,,,Plan Anticorrupción y de Atención al Ciudadano – PAAC de la Secretaría Distrital de Gobierno,,Alta,No,,,Falta de un presupuesto asignado para esto,,,,,,,,,No,,,,,,SI LAS CONOCE,SI LAS CONOCE,SI LAS CONOCE,,Fiscalía General de la Nación,,,Medio,,Competencia desleal,,,,,Ninguna,No,Insegura,Aumentó,No,,,,,,,,,,,88.6872
01_DGC_Clima_Negocios,2021,Construcción,Micro,,Estatuto Anticorrupción (Ley 1474 del 2011),,,,Alta,No,,,,,Decision socios,,,,,,,Si,No,,,,,SI LAS CONOCE,SI LAS CONOCE,NO LAS CONOCE,DIAN,,Policía Fiscal y Aduanera (POLFA),,Alto,No se ha visto afectada,,,,,,Ninguna,No,Insegura,Aumentó,No,,,,,,,,,,,97.14286
01_DGC_Clima_Negocios,2021,Servicios,Pequeña,,,,,Ninguna,Alta,Si,,,,,,,,,,,"Control / seguimientos  procesos,Manejo de efectivo",No,,,,,,SI LAS CONOCE,SI LAS CONOCE,NO LAS CONOCE,,Fiscalía General de la Nación,,,Bajo,No se ha visto afectada,,,,,,Ninguna,No,Parcialmente segura,Aumentó,No,,,,,,,,,,,30.48869
01_DGC_Clima_Negocios,2021,Servicios,Micro,,,Observatorio de Transparencia y Anticorrupción de la Secretaría de Transparencia de la Presidencia de la República,,,Alta,No,,,,,Empresa familiar/Pequeña,,,,,,,Si,No,,,,,SI LAS CONOCE,SI LAS CONOCE,NO LAS CONOCE,,,Policía Fiscal y Aduanera (POLFA),,Bajo,No se ha visto afectada,,,,,,Ninguna,No,Parcialmente segura,Aumentó,No,,,,,,,,,,,147.36765
01_DGC_Clima_Negocios,2021,Comercio,Pequeña,,Estatuto Anticorrupción (Ley 1474 del 2011),,,,Alta,No,,,,,Empresa familiar/Pequeña,,,,,,,Si,No,,,,,SI LAS CONOCE,SI LAS CONOCE,SI LAS CONOCE,DIAN,,,,Alto,No se ha visto afectada,,,,,,Ninguna,No,Parcialmente segura,Aumentó,No,,,,,,,,,,,34.42515
01_DGC_Clima_Negocios,2021,Comercio,Mediana,,,,,Ninguna,Media,Si,,,,,,,,,,,Verificacion pagos,Si,No,,,,,SI LAS CONOCE,SI LAS CONOCE,NO LAS CONOCE,DIAN,,,,Alto,Por disminución en el volumen de las ventas,,,,,,Ninguna,No,Insegura,Aumentó,No,,,,,,,,,,,17.09677
01_DGC_Clima_Negocios,2021,Comercio,Micro,,,,,Ninguna,Alta,Si,,,,,,Programa de capacitación a empleados,,Códigos de ética y buen gobierno,,,,Si,Si,capacitaciones,No sabe,Si,Alta,SI LAS CONOCE,SI LAS CONOCE,NO LAS CONOCE,,,Policía Fiscal y Aduanera (POLFA),,Medio,No se ha visto afectada,,,,,,Ninguna,No,Insegura,Aumentó,No,,,,,,,,,,,128.69382
01_DGC_Clima_Negocios,2021,Servicios,Mediana,,Estatuto Anticorrupción (Ley 1474 del 2011),,Plan Anticorrupción y de Atención al Ciudadano – PAAC de la Secretaría Distrital de Gobierno,,Alta,Si,,,,,,,Programas de cumplimiento,,,,,Si,Si,SISTEMA SARLAF,Siguen igual,Si,Alta,SI LAS CONOCE,SI LAS CONOCE,SI LAS CONOCE,DIAN,,Policía Fiscal y Aduanera (POLFA),,Medio,No se ha visto afectada,,,Centro Integrado de Lucha Contra el Contrabando de la DIAN,Ley Anticontrabando 1762 de 2015,"Comisión Interinstitucional de Lucha contra el Contrabando, el Lavado de Activos y la Evasión Fiscal",,Si,Insegura,Siguió igual,Si,Si,No,No,No,No,No,No,No,Si,Inspección de policía (Estación de Policía),21.54128
01_DGC_Clima_Negocios,2021,Comercio,Pequeña,,,Observatorio de Transparencia y Anticorrupción de la Secretaría de Transparencia de la Presidencia de la República,,,Alta,Si,,,,,,,,Códigos de ética y buen gobierno,,,,No,,,,,,SI LAS CONOCE,SI LAS CONOCE,NO LAS CONOCE,,,Policía Fiscal y Aduanera (POLFA),,Bajo,No se ha visto afectada,,,,,"Comisión Interinstitucional de Lucha contra el Contrabando, el Lavado de Activos y la Evasión Fiscal",,Si,Segura,Aumentó,No,,,,,,,,,,,34.42515
01_DGC_Clima_Negocios,2021,Construcción,Pequeña,,,Observatorio de Transparencia y Anticorrupción de la Secretaría de Transparencia de la Presidencia de la República,,,Baja,No,,Falta de promoción y socialización por parte de las autoridades,,,,,,,,,,Si,No,,,,,SI LAS CONOCE,SI LAS CONOCE,SI LAS CONOCE,,,Policía Fiscal y Aduanera (POLFA),,Bajo,No se ha visto afectada,,,Centro Integrado de Lucha Contra el Contrabando de la DIAN,,,,Si,Insegura,Aumentó,No,,,,,,,,,,,31.46939
01_DGC_Clima_Negocios,2021,Servicios,Micro,,,Observatorio de Transparencia y Anticorrupción de la Secretaría de Transparencia de la Presidencia de la República,Plan Anticorrupción y de Atención al Ciudadano – PAAC de la Secretaría Distrital de Gobierno,,Alta,No,Desconocimiento de la temática,,Falta de un presupuesto asignado para esto,No es un tema que le competa a la empresa,,,,,,,,Si,Si,programas de sitemas para mirar y seguir el lavado de activos para que no ocurtra nada ,Han disminuido,Si,Alta,SI LAS CONOCE,SI LAS CONOCE,SI LAS CONOCE,,Fiscalía General de la Nación,Policía Fiscal y Aduanera (POLFA),Gremios y/o Cámaras de Comercio,Alto,Por competencia vía reducción de precios,,Plan Vallejo,Centro Integrado de Lucha Contra el Contrabando de la DIAN,,,,Si,Insegura,Disminuyó,No,,,,,,,,,,,147.36765
01_DGC_Clima_Negocios,2021,Comercio,Micro,,,,,Ninguna,No sabe,No,,,,No es un tema que le competa a la empresa,,,,,,,,Si,No,,,,,NO LAS CONOCE,SI LAS CONOCE,NO LAS CONOCE,DIAN,,,,No sabe,No se ha visto afectada,,,,,,Ninguna,No,Insegura,Aumentó,Si,Si,No,No,No,No,No,No,Si,Si,URI de la Fiscalía,128.69382
01_DGC_Clima_Negocios,2021,Comercio,Micro,,Estatuto Anticorrupción (Ley 1474 del 2011),,,,Alta,Si,,,,,,,,,,,Manejo directo dueño/Gerente,Si,Si,YO MISMO MANEJO LA EMPRESA,No existen,No,Alta,SI LAS CONOCE,SI LAS CONOCE,SI LAS CONOCE,DIAN,,,,Bajo,No se ha visto afectada,,,,,,Ninguna,Si,Insegura,Siguió igual,No,,,,,,,,,,,128.69382
01_DGC_Clima_Negocios,2021,Comercio,Pequeña,,,,,Ninguna,Alta,Si,,,,,,,,,Política de prevención del fraude y soborno,,Unificacion de precios,Si,Si,el conocimiento del cliente y la bereficacion de base de datos,Han disminuido,No,Media,SI LAS CONOCE,SI LAS CONOCE,SI LAS CONOCE,DIAN,,Policía Fiscal y Aduanera (POLFA),,Medio,No se ha visto afectada,,,,Ley Anticontrabando 1762 de 2015,"Comisión Interinstitucional de Lucha contra el Contrabando, el Lavado de Activos y la Evasión Fiscal",,Si,Insegura,Aumentó,No,,,,,,,,,,,34.42515
01_DGC_Clima_Negocios,2021,Industrias,Micro,,,,,Ninguna,Baja,No,Desconocimiento de la temática,Falta de promoción y socialización por parte de las autoridades,Falta de un presupuesto asignado para esto,No es un tema que le competa a la empresa,,,,,,,,Si,No,,,,,SI LAS CONOCE,SI LAS CONOCE,NO LAS CONOCE,,,Policía Fiscal y Aduanera (POLFA),,Bajo,No se ha visto afectada,,,,,,Ninguna,No,Parcialmente segura,Aumentó,No,,,,,,,,,,,88.6872
01_DGC_Clima_Negocios,2021,Servicios,Micro,,,,,Ninguna,Alta,Si,,,,,,,,,,,"Legalidad/Transparencia  procesos,Asesoria Legal en procesos,Evitar el sector publico/Estado",Si,Si,la consulta en bases de datos de loa clientes y estudio del mismo,No existen,No,Alta,NO LAS CONOCE,SI LAS CONOCE,SI LAS CONOCE,,,Policía Fiscal y Aduanera (POLFA),,Bajo,No se ha visto afectada,,Plan Vallejo,,,,,No,Insegura,Disminuyó,No,,,,,,,,,,,147.36765
01_DGC_Clima_Negocios,2021,Servicios,Micro,,,,,Ninguna,Alta,No,,,,,Actividad no se relaciona,,,,,,,Si,No,,,,,SI LAS CONOCE,SI LAS CONOCE,SI LAS CONOCE,,,Policía Fiscal y Aduanera (POLFA),,Alto,,Pago de  impuestos,Plan Vallejo,,,,,No,Segura,Disminuyó,No,,,,,,,,,,,147.36765
01_DGC_Clima_Negocios,2021,Comercio,Micro,,,,,Ninguna,Alta,No,,,Falta de un presupuesto asignado para esto,,,,,,,,,Si,No,,,,,SI LAS CONOCE,SI LAS CONOCE,SI LAS CONOCE,,,Policía Fiscal y Aduanera (POLFA),,Alto,Por pérdida en los márgenes de rentabilidad,,Plan Vallejo,,,,,Si,Insegura,Siguió igual,No,,,,,,,,,,,128.69382
01_DGC_Clima_Negocios,2021,Servicios,Pequeña,,Estatuto Anticorrupción (Ley 1474 del 2011),,,,Media,Si,,,,,,,,Códigos de ética y buen gobierno,,,Verificar antecedentes,Si,Si,Sistema de cumplimiento,Han aumentado,Si,Media,SI LAS CONOCE,SI LAS CONOCE,SI LAS CONOCE,DIAN,,,,Alto,No se ha visto afectada,,Plan Vallejo,,,,,Si,Parcialmente segura,Aumentó,Si,No,Si,No,No,No,Si,No,No,Si,Aplicación A Denunciar,30.48869
01_DGC_Clima_Negocios,2021,Servicios,Micro,,,,Plan Anticorrupción y de Atención al Ciudadano – PAAC de la Secretaría Distrital de Gobierno,,Alta,Si,,,,,,,,,,,Investigar empresas,Si,Si,L MANEJA EL ABOGADO,No sabe,No,Alta,SI LAS CONOCE,SI LAS CONOCE,SI LAS CONOCE,,,Policía Fiscal y Aduanera (POLFA),,Alto,No se ha visto afectada,,,,,,Ninguna,No,Insegura,Aumentó,No,,,,,,,,,,,147.36765
01_DGC_Clima_Negocios,2021,Industrias,Micro,,Estatuto Anticorrupción (Ley 1474 del 2011),,,,Media,No,Desconocimiento de la temática,,,,,,,,,,,No,,,,,,NO LAS CONOCE,SI LAS CONOCE,NO LAS CONOCE,,,,Gremios y/o Cámaras de Comercio,Alto,Por competencia vía reducción de precios,,,,,,Ninguna,No,Insegura,Aumentó,Si,Si,No,No,Si,No,Si,No,No,No,,88.6872
01_DGC_Clima_Negocios,2021,Servicios,Micro,,,,,Ninguna,Alta,Si,,,,,,,,,,,Manejo directo dueño/Gerente,Si,Si,es una empresa familiar y conocen su estado ante la justicia.,Siguen igual,Si,Alta,SI LAS CONOCE,SI LAS CONOCE,SI LAS CONOCE,,,Policía Fiscal y Aduanera (POLFA),,Bajo,No se ha visto afectada,,,Centro Integrado de Lucha Contra el Contrabando de la DIAN,,,,Si,Parcialmente segura,Siguió igual,No,,,,,,,,,,,147.36765
01_DGC_Clima_Negocios,2021,Servicios,Pequeña,,,,,Ninguna,Alta,Si,,,,,,,,,Política de prevención del fraude y soborno,,,Si,Si,"Sistema donde se hace la investigacion de todo, antecedentes etc.",Siguen igual,No,Alta,SI LAS CONOCE,SI LAS CONOCE,SI LAS CONOCE,,,Policía Fiscal y Aduanera (POLFA),,No sabe,No se ha visto afectada,,,,,,Ninguna,No,Insegura,Aumentó,No,,,,,,,,,,,30.48869
01_DGC_Clima_Negocios,2021,Servicios,Micro,,Estatuto Anticorrupción (Ley 1474 del 2011),Observatorio de Transparencia y Anticorrupción de la Secretaría de Transparencia de la Presidencia de la República,Plan Anticorrupción y de Atención al Ciudadano – PAAC de la Secretaría Distrital de Gobierno,,Alta,Si,,,,,,Programa de capacitación a empleados,,,Política de prevención del fraude y soborno,,,Si,Si,ANL Y KYC,No sabe,Si,Alta,SI LAS CONOCE,SI LAS CONOCE,SI LAS CONOCE,,,Policía Fiscal y Aduanera (POLFA),,Bajo,No se ha visto afectada,,Plan Vallejo,,Ley Anticontrabando 1762 de 2015,,,No,Parcialmente segura,Aumentó,No,,,,,,,,,,,147.36765
01_DGC_Clima_Negocios,2021,Comercio,Micro,,Estatuto Anticorrupción (Ley 1474 del 2011),,Plan Anticorrupción y de Atención al Ciudadano – PAAC de la Secretaría Distrital de Gobierno,,Alta,No,,,,,No ve necesario,,,,,,,Si,No,,,,,SI LAS CONOCE,SI LAS CONOCE,SI LAS CONOCE,DIAN,,Policía Fiscal y Aduanera (POLFA),,Alto,Por competencia vía reducción de precios,,,,,,Ninguna,No,Insegura,Aumentó,No,,,,,,,,,,,128.69382
01_DGC_Clima_Negocios,2021,Industrias,Micro,,,,,Ninguna,Alta,No,Desconocimiento de la temática,,,,,,,,,,,Si,No,,,,,NO LAS CONOCE,SI LAS CONOCE,SI LAS CONOCE,,,Policía Fiscal y Aduanera (POLFA),,Medio,Por competencia vía reducción de precios,,,,,,Ninguna,No,Parcialmente segura,Aumentó,No,,,,,,,,,,,88.6872
01_DGC_Clima_Negocios,2021,Servicios,Micro,,,,,Ninguna,Alta,Si,,,,,,,,Códigos de ética y buen gobierno,,,,Si,Si,Están trabajando para implementar el PAACLAC,No sabe,Si,Alta,SI LAS CONOCE,SI LAS CONOCE,SI LAS CONOCE,DIAN,,,,Bajo,No se ha visto afectada,,Plan Vallejo,Centro Integrado de Lucha Contra el Contrabando de la DIAN,,,,No,Insegura,Aumentó,No,,,,,,,,,,,147.36765
01_DGC_Clima_Negocios,2021,Construcción,Micro,,,,,Ninguna,Baja,No,,,,,Actividad no se relaciona,,,,,,,Si,Si,NO INFORMA,Siguen igual,No,Baja,NO LAS CONOCE,NO LAS CONOCE,NO LAS CONOCE,,,Policía Fiscal y Aduanera (POLFA),,Bajo,No se ha visto afectada,,,,,,Ninguna,No,Parcialmente segura,Siguió igual,No,,,,,,,,,,,97.14286
01_DGC_Clima_Negocios,2021,Servicios,Micro,Integrity App de la Secretaría de Transparencia de la Presidencia de la República,Estatuto Anticorrupción (Ley 1474 del 2011),Observatorio de Transparencia y Anticorrupción de la Secretaría de Transparencia de la Presidencia de la República,Plan Anticorrupción y de Atención al Ciudadano – PAAC de la Secretaría Distrital de Gobierno,,Alta,Si,,,,,,,,,,,Evitar el sector publico/Estado,Si,No,,,,,SI LAS CONOCE,SI LAS CONOCE,SI LAS CONOCE,,,,Gremios y/o Cámaras de Comercio,Alto,Por competencia vía reducción de precios,,Plan Vallejo,Centro Integrado de Lucha Contra el Contrabando de la DIAN,Ley Anticontrabando 1762 de 2015,"Comisión Interinstitucional de Lucha contra el Contrabando, el Lavado de Activos y la Evasión Fiscal",,No,Insegura,Aumentó,No,,,,,,,,,,,147.36765
01_DGC_Clima_Negocios,2021,Construcción,Micro,,Estatuto Anticorrupción (Ley 1474 del 2011),,Plan Anticorrupción y de Atención al Ciudadano – PAAC de la Secretaría Distrital de Gobierno,,Alta,Si,,,,,,Programa de capacitación a empleados,,Códigos de ética y buen gobierno,,Canales de denuncia internos,,Si,Si,En los contratos establecen que los recursos con los que realizan los contratos son legales y no aceptan pagos en efectivo solo cheques o transferencias.,Siguen igual,No,Alta,SI LAS CONOCE,SI LAS CONOCE,SI LAS CONOCE,,Fiscalía General de la Nación,,,Medio,Por competencia vía reducción de precios,,Plan Vallejo,,,,,No,Insegura,Aumentó,No,,,,,,,,,,,97.14286
01_DGC_Clima_Negocios,2021,Comercio,Micro,,Estatuto Anticorrupción (Ley 1474 del 2011),,,,Alta,Si,,,,,,Programa de capacitación a empleados,Programas de cumplimiento,Códigos de ética y buen gobierno,Política de prevención del fraude y soborno,,,Si,No,,,,,NO LAS CONOCE,SI LAS CONOCE,SI LAS CONOCE,DIAN,,,,Alto,Por disminución en el volumen de las ventas,,,,,,Ninguna,No,Insegura,Aumentó,Si,Si,Si,No,No,No,No,No,No,Si,Aplicación A Denunciar,128.69382
01_DGC_Clima_Negocios,2021,Construcción,Mediana,,Estatuto Anticorrupción (Ley 1474 del 2011),,,,Alta,Si,,,,,,,Programas de cumplimiento,Códigos de ética y buen gobierno,,,,Si,Si,El codigo sarlat para prevenir lavado de activos,No sabe,Si,Alta,SI LAS CONOCE,SI LAS CONOCE,SI LAS CONOCE,,Fiscalía General de la Nación,,,Bajo,No se ha visto afectada,,,,,,Ninguna,Si,Insegura,Aumentó,No,,,,,,,,,,,18.15152
01_DGC_Clima_Negocios,2021,Industrias,Micro,,,Observatorio de Transparencia y Anticorrupción de la Secretaría de Transparencia de la Presidencia de la República,,,Alta,Si,,,,,,,,,,,"Control / seguimientos  procesos,Programa de capacitación a empleados",Si,Si,Auditoria y Revisoría Fiscal,No existen,No,Media,SI LAS CONOCE,SI LAS CONOCE,SI LAS CONOCE,DIAN,,,,Alto,Por disminución en el volumen de las ventas,,,,,,Ninguna,No,Parcialmente segura,Aumentó,No,,,,,,,,,,,88.6872
01_DGC_Clima_Negocios,2021,Servicios,Micro,,,,,Ninguna,Alta,Si,,,,,,,Programas de cumplimiento,Códigos de ética y buen gobierno,,,,Si,Si,programas de sistemas para mirar y seguir el lavado de activos para que no ocurra nada ,Siguen igual,Si,Alta,SI LAS CONOCE,SI LAS CONOCE,SI LAS CONOCE,,,Policía Fiscal y Aduanera (POLFA),Gremios y/o Cámaras de Comercio,Medio,Por pérdida en los márgenes de rentabilidad,,,Centro Integrado de Lucha Contra el Contrabando de la DIAN,,,,No,Insegura,Aumentó,No,,,,,,,,,,,147.36765
01_DGC_Clima_Negocios,2021,Comercio,Micro,,,,,Ninguna,Alta,Si,,,,,,Programa de capacitación a empleados,,,,,,Si,Si,aplicación de consulta,Han aumentado,Si,Alta,SI LAS CONOCE,SI LAS CONOCE,SI LAS CONOCE,DIAN,,Policía Fiscal y Aduanera (POLFA),,Alto,No se ha visto afectada,,,,,"Comisión Interinstitucional de Lucha contra el Contrabando, el Lavado de Activos y la Evasión Fiscal",,Si,Insegura,Aumentó,No,,,,,,,,,,,128.69382
01_DGC_Clima_Negocios,2021,Industrias,Pequeña,,,,,Ninguna,Alta,No,,,,,Tamaño de la empresa,,,,,,,Si,No,,,,,NO LAS CONOCE,SI LAS CONOCE,NO LAS CONOCE,DIAN,,,,Bajo,Por competencia vía reducción de precios,,,,,,Ninguna,No,Insegura,Aumentó,No,,,,,,,,,,,33.90526
01_DGC_Clima_Negocios,2021,Comercio,Micro,,,,,Ninguna,Baja,No,,,,No es un tema que le competa a la empresa,,,,,,,,Si,No,,,,,SI LAS CONOCE,SI LAS CONOCE,SI LAS CONOCE,DIAN,,,,Bajo,No se ha visto afectada,,,Centro Integrado de Lucha Contra el Contrabando de la DIAN,,,,No,Insegura,Aumentó,No,,,,,,,,,,,128.69382
01_DGC_Clima_Negocios,2021,Servicios,Pequeña,,,,,Ninguna,Alta,Si,,,,,,,,Códigos de ética y buen gobierno,,,,Si,Si,Tema de solicitudes de documentación para validar la información,Siguen igual,No,Media,SI LAS CONOCE,SI LAS CONOCE,NO LAS CONOCE,,Fiscalía General de la Nación,,,Medio,No se ha visto afectada,,,,,,Ninguna,Si,Parcialmente segura,Aumentó,No,,,,,,,,,,,30.48869
01_DGC_Clima_Negocios,2021,Comercio,Micro,,,,,Ninguna,Media,No,Desconocimiento de la temática,Falta de promoción y socialización por parte de las autoridades,Falta de un presupuesto asignado para esto,,,,,,,,,Si,Si,no hacen negociaciones con gentes que no conocen y mirar si el almacen tiene los papeles al dia ,Han aumentado,Si,Media,SI LAS CONOCE,SI LAS CONOCE,SI LAS CONOCE,DIAN,,,,Alto,Por competencia vía reducción de precios,,,,,"Comisión Interinstitucional de Lucha contra el Contrabando, el Lavado de Activos y la Evasión Fiscal",,Si,Insegura,Aumentó,No,,,,,,,,,,,128.69382
01_DGC_Clima_Negocios,2021,Industrias,Pequeña,,,,,Ninguna,Media,No,Desconocimiento de la temática,,,,Incredulidad,,,,,,,Si,Si,sofware contable WORD OFFICCE,No sabe,No,Media,SI LAS CONOCE,SI LAS CONOCE,SI LAS CONOCE,DIAN,,Policía Fiscal y Aduanera (POLFA),,Medio,Por competencia vía reducción de precios,,,,,,Ninguna,No,Parcialmente segura,Aumentó,No,,,,,,,,,,,33.90526
01_DGC_Clima_Negocios,2021,Industrias,Micro,,Estatuto Anticorrupción (Ley 1474 del 2011),,,,Baja,No,,,Falta de un presupuesto asignado para esto,,,,,,,,,Si,Si,se investiga a l cliente con rut y la camara de comercio,Han disminuido,No,Baja,SI LAS CONOCE,SI LAS CONOCE,NO LAS CONOCE,,,Policía Fiscal y Aduanera (POLFA),,Bajo,Por pérdida en los márgenes de rentabilidad,,,,,,Ninguna,Si,Insegura,Aumentó,Si,Si,No,No,No,No,No,No,No,No,,88.6872
